PID,TID,Category,procname,count,total_time_ns,avg_time_ns,max_time_ns
1,1,CPU and Process Management,systemd,122,288629,2365.811475409836,4610
1,1,I/O (File and Disk Operations),systemd,732,6988904,9547.68306010929,207686
1,1,Networking (Socket and Communication),systemd,122,2446836,20056.032786885247,52328
1,1,Unknown,systemd,166,1869976856016,11264920819.373493,59999664424
499,499,CPU and Process Management,systemd-journal,224,805950,3597.9910714285716,58200
499,499,I/O (File and Disk Operations),systemd-journal,1014,7171606387,7072590.125246548,1115129361
499,499,Networking (Socket and Communication),systemd-journal,62,1632316,26327.677419354837,119602
499,499,Unknown,systemd-journal,327,1834983374961,5611569954.009174,125748408611
499,20885,CPU and Process Management,systemd-journal,1,9468,9468.0,9468
499,20885,I/O (File and Disk Operations),journal-offline,2,366363802,183181901.0,203452348
499,20885,Memory Management,journal-offline,1,88402,88402.0,88402
499,20885,Unknown,journal-offline,1,5764,5764.0,5764
499,20885,Unknown,systemd-journal,3,11623,3874.3333333333335,4964
499,20886,CPU and Process Management,systemd-journal,1,8869,8869.0,8869
499,20886,I/O (File and Disk Operations),journal-offline,2,366215367,183107683.5,204520260
499,20886,Memory Management,journal-offline,1,97118,97118.0,97118
499,20886,Unknown,journal-offline,1,6159,6159.0,6159
499,20886,Unknown,systemd-journal,3,10789,3596.3333333333335,4695
499,20938,CPU and Process Management,systemd-journal,1,9354,9354.0,9354
499,20938,I/O (File and Disk Operations),journal-offline,2,303473145,151736572.5,267080540
499,20938,Memory Management,journal-offline,1,20319,20319.0,20319
499,20938,Unknown,journal-offline,1,6771,6771.0,6771
499,20938,Unknown,systemd-journal,3,11626,3875.3333333333335,4613
499,20998,CPU and Process Management,systemd-journal,1,2570,2570.0,2570
499,20998,I/O (File and Disk Operations),journal-offline,2,192833196,96416598.0,104724146
499,20998,Memory Management,journal-offline,1,4624,4624.0,4624
499,20998,Unknown,journal-offline,1,1077,1077.0,1077
499,20998,Unknown,systemd-journal,3,2004,668.0,740
499,21124,CPU and Process Management,systemd-journal,1,5332,5332.0,5332
499,21124,I/O (File and Disk Operations),journal-offline,2,164886205,82443102.5,104942798
499,21124,Memory Management,journal-offline,1,9785,9785.0,9785
499,21124,Unknown,journal-offline,1,2542,2542.0,2542
499,21124,Unknown,systemd-journal,3,5201,1733.6666666666667,2306
542,542,Synchronization and Timing,multipathd,4323,1925438759158,445394115.0030072,1005776170
542,553,Event Polling and Notification,multipathd,63,1890041099639,30000652375.22222,30003576095
542,554,I/O (File and Disk Operations),multipathd,4171,27764155,6656.474466554783,96774
542,554,Synchronization and Timing,multipathd,4207,1925350915255,457654127.7050154,1005706643
549,549,CPU and Process Management,systemd-udevd,80,168634,2107.925,3693
549,549,I/O (File and Disk Operations),systemd-udevd,32,198898,6215.5625,26207
549,549,Networking (Socket and Communication),systemd-udevd,96,1537258,16013.104166666666,77630
549,549,Unknown,systemd-udevd,31,1799995772851,58064379769.3871,120000672193
757,757,CPU and Process Management,systemd-timesyn,82,182492,2225.512195121951,4709
757,757,I/O (File and Disk Operations),systemd-timesyn,42,426439,10153.309523809523,86160
757,757,Networking (Socket and Communication),systemd-timesyn,103,1768459,17169.504854368934,89735
757,757,Unknown,systemd-timesyn,38,1799994759738,47368283151.0,120000376847
795,795,CPU and Process Management,systemd-network,185,397024,2146.0756756756755,10160
795,795,I/O (File and Disk Operations),systemd-network,33,170560,5168.484848484848,10280
795,795,Networking (Socket and Communication),systemd-network,185,3084152,16671.09189189189,118474
795,795,Unknown,systemd-network,122,1869991502597,15327799201.614754,124468363800
797,797,CPU and Process Management,systemd-resolve,156,400737,2568.826923076923,93502
797,797,I/O (File and Disk Operations),systemd-resolve,405,2541911,6276.323456790124,181859
797,797,Networking (Socket and Communication),systemd-resolve,444,5908028,13306.36936936937,198637
797,797,Unknown,systemd-resolve,140,1869977885177,13356984894.12143,130393164488
808,808,CPU and Process Management,cron,3,323000,107666.66666666667,275380
808,808,I/O (File and Disk Operations),cron,161,3059969393,19006021.074534163,790758885
808,808,Synchronization and Timing,cron,32,1857043467935,58032608372.96875,60003996101
809,809,Networking (Socket and Communication),dbus-daemon,2,31134,15567.0,27623
812,955,Synchronization and Timing,VM Thread,3849,1925323162499,500213863.99038714,1007522264
812,967,Synchronization and Timing,Monitor Deflati,3851,1926250556009,500194898.9896131,1005642215
812,968,Synchronization and Timing,C2 CompilerThre,771,1924755488625,2496440322.470817,5003975928
812,969,I/O (File and Disk Operations),C1 CompilerThre,4,121616,30404.0,88161
812,969,Synchronization and Timing,C1 CompilerThre,773,1924553880248,2489720414.2923675,5003566153
812,969,System Information,C1 CompilerThre,1,11682,11682.0,11682
812,971,Synchronization and Timing,VM Periodic Tas,75697,1896002898445,25047266.053410307,57023244
812,973,Synchronization and Timing,Common-Cleaner,64,1860019463224,29062804112.875,60003534759
816,816,Event Polling and Notification,irqbalance,192,1919857583495,9999258247.369791,10009245566
816,816,I/O (File and Disk Operations),irqbalance,7527,89616787,11906.04317789292,243901
817,817,CPU and Process Management,node,17212,29165412,1694.4812921217756,283380
817,817,I/O (File and Disk Operations),node,63688,1029315039,16161.8364370054,4310100
817,817,Memory Management,node,13642,99870391,7320.802741533499,1026426
817,817,Networking (Socket and Communication),node,3267,29725412,9098.6874808693,752098
817,817,Synchronization and Timing,node,35797,664246683,18555.931586445793,3010278
817,817,Unknown,node,423808,1883031742527,4443124.581241977,24148277
817,938,Memory Management,node,4101,352646174,85990.28871007072,3624454
817,938,Synchronization and Timing,node,19886,1907669464840,95930275.8141406,18692694548
817,939,Memory Management,node,4569,366118078,80130.89910264828,6595375
817,939,Synchronization and Timing,node,19605,1901693637020,97000440.55190003,18691743139
817,940,Memory Management,node,3984,338943897,85076.27936746988,4981214
817,940,Synchronization and Timing,node,19731,1899054298659,96247240.3151893,18692800879
817,941,Memory Management,node,4427,357445829,80742.2247571719,4124085
817,941,Synchronization and Timing,node,19257,1901259260047,98730812.69392948,18692203406
817,1191,Event Polling and Notification,node,21,120136451,5720783.380952381,42616440
817,1191,I/O (File and Disk Operations),node,2638,266745824,101116.68840030326,227915740
817,1191,Networking (Socket and Communication),node,126,2036625,16163.690476190477,80984
817,1191,Synchronization and Timing,node,4969,1918763557829,386146821.8613403,5004946639
817,1191,Unknown,node,183,1897799,10370.486338797815,106150
817,1192,Event Polling and Notification,node,18,68059520,3781084.4444444445,33545646
817,1192,I/O (File and Disk Operations),node,2532,37775074,14919.065560821486,193098
817,1192,Networking (Socket and Communication),node,108,1379124,12769.666666666666,151408
817,1192,Synchronization and Timing,node,5126,1919269896807,374418629.8882169,5005104641
817,1192,Unknown,node,207,2047809,9892.797101449276,58334
817,1193,Event Polling and Notification,node,24,5191324,216305.16666666666,814956
817,1193,I/O (File and Disk Operations),node,2592,691639526,266836.23688271607,252149930
817,1193,Networking (Socket and Communication),node,144,2491403,17301.409722222223,573252
817,1193,Synchronization and Timing,node,5099,1918721073107,376293601.31535596,5005103245
817,1193,Unknown,node,195,1997918,10245.733333333334,77549
817,1194,Event Polling and Notification,node,18,17192867,955159.2777777778,15082181
817,1194,I/O (File and Disk Operations),node,2546,911372592,357962.5263157895,567746799
817,1194,Networking (Socket and Communication),node,108,1484992,13749.925925925925,112326
817,1194,Synchronization and Timing,node,5074,1918198196571,378044579.5370516,5005143563
817,1194,Unknown,node,185,1623035,8773.162162162162,53351
820,820,Event Polling and Notification,rsyslogd,2,1200076995097,600038497548.5,600068891001
820,820,Unknown,rsyslogd,6,20163,3360.5,5176
820,867,Event Polling and Notification,in:imuxsock,18,1807756809804,100430933878.0,548757425664
820,867,Networking (Socket and Communication),in:imuxsock,19,203449,10707.842105263158,30826
820,867,Synchronization and Timing,in:imuxsock,15,265387,17692.466666666667,42057
820,868,I/O (File and Disk Operations),in:imklog,35,112186254106,3205321545.885714,7867987978
820,868,Synchronization and Timing,in:imklog,22,418325,19014.772727272728,41525
820,869,I/O (File and Disk Operations),rs:main Q:Reg,80,23927413174,299092664.675,2256764047
820,869,Synchronization and Timing,rs:main Q:Reg,73,1783827256012,24435989808.38356,548757278155
823,947,Synchronization and Timing,snapd,579,1860000850660,3212436702.3488774,60002845055
823,949,Synchronization and Timing,snapd,56,1649999593457,29464278454.589287,150000127314
823,960,I/O (File and Disk Operations),snapd,50,319991,6399.82,57580
823,960,Synchronization and Timing,snapd,52,1499984791512,28845861375.23077,299999849619
823,960,Unknown,snapd,25,117045,4681.8,39429
823,961,Synchronization and Timing,snapd,2,153589262074,76794631037.0,153589239112
823,962,I/O (File and Disk Operations),snapd,62,626467,10104.306451612903,115565
823,962,Networking (Socket and Communication),snapd,30,489251,16308.366666666667,56407
823,962,Synchronization and Timing,snapd,50,1799980274397,35999605487.94,319999960665
823,962,Unknown,snapd,37,473143,12787.648648648648,150880
823,981,I/O (File and Disk Operations),snapd,50,2369850090,47397001.8,849027091
823,981,Synchronization and Timing,snapd,44,1797617406724,40854941061.90909,299999908907
823,981,Unknown,snapd,22,63475,2885.2272727272725,9027
823,982,Synchronization and Timing,snapd,34,1499991606258,44117400184.05882,319999460223
823,982,Unknown,snapd,3,24419,8139.666666666667,8871
823,1013,Synchronization and Timing,snapd,3,153589366768,51196455589.333336,153589314541
823,1041,Synchronization and Timing,snapd,44,1733578867394,39399519713.5,263589426685
823,1041,Unknown,snapd,18,35947,1997.0555555555557,5508
823,1042,I/O (File and Disk Operations),snapd,50,332763,6655.26,46834
823,1042,Synchronization and Timing,snapd,42,1799983812035,42856757429.40476,173590295839
823,1042,Unknown,snapd,21,60212,2867.2380952380954,8437
823,1043,Synchronization and Timing,snapd,19,1799995709021,94736616264.26315,746405757114
823,1043,Unknown,snapd,1,7153,7153.0,7153
823,1049,I/O (File and Disk Operations),snapd,2,45536,22768.0,40605
823,1049,Networking (Socket and Communication),snapd,5,85966,17193.2,42383
823,1049,Synchronization and Timing,snapd,45,1799986749615,39999705547.0,173591338152
823,1049,Unknown,snapd,5,94146,18829.2,64353
823,1081,Synchronization and Timing,snapd,8,1499997530870,187499691358.75,1346409450604
823,1082,I/O (File and Disk Operations),snapd,2,9896,4948.0,8906
823,1082,Networking (Socket and Communication),snapd,5,22425,4485.0,10269
823,1082,Synchronization and Timing,snapd,7,153587533627,21941076232.42857,120002105870
823,1082,Unknown,snapd,2,7185,3592.5,6204
823,1084,I/O (File and Disk Operations),snapd,102,644826,6321.823529411765,51244
823,1084,Networking (Socket and Communication),snapd,5,80782,16156.4,38985
823,1084,Synchronization and Timing,snapd,47,1799981530451,38297479371.297874,319998960650
823,1084,Unknown,snapd,44,149057,3387.659090909091,28367
823,1089,I/O (File and Disk Operations),snapd,6,179116,29852.666666666668,104765
823,1089,Networking (Socket and Communication),snapd,15,259433,17295.533333333333,64565
823,1089,Synchronization and Timing,snapd,55,1799985330430,32727006007.81818,173591109916
823,1089,Unknown,snapd,140,400876,2863.4,47377
823,1090,Unknown,snapd,4,1199999703306,299999925826.5,599999626084
827,827,CPU and Process Management,systemd-logind,80,170646,2133.075,4643
827,827,I/O (File and Disk Operations),systemd-logind,32,297429,9294.65625,104601
827,827,Networking (Socket and Communication),systemd-logind,96,1394219,14523.114583333334,70714
827,827,Unknown,systemd-logind,31,1799995732536,58064378468.90323,120000180016
829,829,Event Polling and Notification,udisksd,5,1199991926350,239998385270.0,600025526532
829,829,I/O (File and Disk Operations),udisksd,3,26663,8887.666666666666,11219
829,829,Unknown,udisksd,9,426643,47404.77777777778,163009
829,20887,CPU and Process Management,udisksd,2,11133,5566.5,7507
829,20887,I/O (File and Disk Operations),pool-udisksd,1,34071,34071.0,34071
829,20887,Memory Management,pool-udisksd,1,35438,35438.0,35438
829,20887,Synchronization and Timing,pool-udisksd,2,15503705384,7751852692.0,15000517424
829,20887,Unknown,pool-udisksd,1,7152,7152.0,7152
829,20887,Unknown,udisksd,4,21177,5294.25,10878
829,20942,CPU and Process Management,udisksd,2,11328,5664.0,7677
829,20942,I/O (File and Disk Operations),pool-udisksd,1,44050,44050.0,44050
829,20942,Memory Management,pool-udisksd,1,14246,14246.0,14246
829,20942,Synchronization and Timing,pool-udisksd,2,15502324314,7751162157.0,15000545052
829,20942,Unknown,pool-udisksd,1,3293,3293.0,3293
829,20942,Unknown,udisksd,4,23140,5785.0,12756
829,21006,CPU and Process Management,udisksd,2,12597,6298.5,8538
829,21006,I/O (File and Disk Operations),pool-udisksd,1,40707,40707.0,40707
829,21006,Memory Management,pool-udisksd,1,17550,17550.0,17550
829,21006,Synchronization and Timing,pool-udisksd,2,15500698060,7750349030.0,15000374154
829,21006,Unknown,pool-udisksd,1,6036,6036.0,6036
829,21006,Unknown,udisksd,4,27803,6950.75,15582
1133,1135,Synchronization and Timing,GC Thread#0,142,1862838023427,13118577629.767605,121169575103
1133,1138,Synchronization and Timing,GC Thread#1,163,1862835577311,11428439124.607363,121169568961
1133,1139,Synchronization and Timing,GC Thread#2,158,1862840759996,11790131392.379747,121169900042
1133,1140,Synchronization and Timing,GC Thread#3,145,1862834719510,12847135996.62069,121169579371
1133,1140,Unknown,GC Thread#3,2,10415,5207.5,7690
1133,1141,Synchronization and Timing,GC Thread#4,139,1862834387107,13401686238.179855,121169905272
1133,1142,Synchronization and Timing,GC Thread#5,147,1862836718998,12672358632.639456,121169828432
1133,1143,Synchronization and Timing,GC Thread#6,150,1862840039057,12418933593.713333,121169566417
1133,1144,Synchronization and Timing,GC Thread#7,145,1862837924212,12847158098.013794,121169433205
1133,1145,Synchronization and Timing,GC Thread#8,161,1862838603342,11570426107.714285,121169593486
1133,1145,Unknown,GC Thread#8,1,162793,162793.0,162793
1133,1146,Synchronization and Timing,GC Thread#9,150,1862836577850,12418910519.0,121169579655
1133,1148,CPU and Process Management,G1 Refine#0,879,5193204,5908.081911262799,93469
1133,1148,Synchronization and Timing,G1 Refine#0,1761,1917374962065,1088798956.3117547,4715317160
1133,1149,CPU and Process Management,G1 Service,1927,10209899,5298.338868707836,98480
1133,1149,Synchronization and Timing,G1 Service,3855,1925853884662,499572992.1302205,1003963208
1133,1150,I/O (File and Disk Operations),VM Thread,13627,2041425120,149807.37653188524,662633871
1133,1150,Memory Management,VM Thread,1,18845,18845.0,18845
1133,1150,Synchronization and Timing,VM Thread,66596,1912041914210,28711062.439335696,1005503342
1133,1150,Timers,VM Thread,2,116626,58313.0,61369
1133,1150,Unknown,VM Thread,1686,15595164,9249.800711743772,224422
1133,1151,CPU and Process Management,Reference Handl,5,14346,2869.2,4558
1133,1151,Synchronization and Timing,Reference Handl,4,56703,14175.75,26827
1133,1154,CPU and Process Management,Service Thread,2,5626,2813.0,3620
1133,1154,Synchronization and Timing,Service Thread,325,1893539704167,5826276012.821539,36993941285
1133,1155,Synchronization and Timing,Monitor Deflati,3849,1925152468660,500169516.409457,1004253079
1133,1156,CPU and Process Management,C2 CompilerThre,22674,18662680,823.0872364823146,195650
1133,1156,I/O (File and Disk Operations),C2 CompilerThre,864,11009513,12742.491898148148,214437
1133,1156,Memory Management,C2 CompilerThre,26,420024,16154.76923076923,46274
1133,1156,Synchronization and Timing,C2 CompilerThre,1304,1918080923486,1470920953.5935583,5004470867
1133,1156,System Information,C2 CompilerThre,288,1494758,5190.131944444444,17318
1133,1157,CPU and Process Management,C1 CompilerThre,3583,2945760,822.149037119732,34468
1133,1157,I/O (File and Disk Operations),C1 CompilerThre,260,4146488,15948.030769230769,101359
1133,1157,Memory Management,C1 CompilerThre,4,46488,11622.0,23512
1133,1157,Synchronization and Timing,C1 CompilerThre,1323,1921049039893,1452040090.622071,5004231296
1133,1157,System Information,C1 CompilerThre,170,806012,4741.247058823529,17452
1133,1158,Synchronization and Timing,Common-Cleaner,63,1859701903357,29519077831.06349,60002347896
1133,1162,Synchronization and Timing,VM Periodic Tas,75747,1897176622669,25046227.87264182,63725662
1133,1196,CPU and Process Management,elasticsearch[e,17,58580,3445.8823529411766,4948
1133,1196,Synchronization and Timing,elasticsearch[e,19187,1925769175421,100368435.6815031,986573820
1133,1197,CPU and Process Management,elasticsearch[e,62,195551,3154.048387096774,5188
1133,1197,I/O (File and Disk Operations),elasticsearch[e,94464,3987592441,42212.82648416328,615182497
1133,1197,Synchronization and Timing,elasticsearch[e,85212,1918120117623,22509976.50123222,1038216474
1133,1197,Unknown,elasticsearch[e,29,534248504451,18422362222.448277,280586909616
1133,1224,Synchronization and Timing,Connection evic,383,1910121455729,4987262286.498694,10003894702
1133,1226,CPU and Process Management,ticker-schedule,8,57202,7150.25,34782
1133,1226,Synchronization and Timing,ticker-schedule,7693,1925878924108,250341729.37839594,759047340
1133,1230,CPU and Process Management,elasticsearch[e,16,33780,2111.25,5295
1133,1230,I/O (File and Disk Operations),elasticsearch[e,3261,64013078,19629.892057651028,2975025
1133,1230,Networking (Socket and Communication),elasticsearch[e,3354,9311519,2776.2429934406678,236295
1133,1230,Synchronization and Timing,elasticsearch[e,621,10819737,17423.08695652174,1120968
1133,1230,Unknown,elasticsearch[e,1366,1910552096095,1398647215.2964861,29156976667
1133,1231,CPU and Process Management,elasticsearch[e,24,62152,2589.6666666666665,5711
1133,1231,I/O (File and Disk Operations),elasticsearch[e,3755,143549900,38229.00133155792,4283996
1133,1231,Networking (Socket and Communication),elasticsearch[e,93,2879292,30960.129032258064,176198
1133,1231,Synchronization and Timing,elasticsearch[e,1012,24737928,24444.592885375496,611679
1133,1231,Unknown,elasticsearch[e,1917,1905159482031,993823412.6400626,29157115590
1133,1255,CPU and Process Management,elasticsearch[e,9,27369,3041.0,4590
1133,1255,I/O (File and Disk Operations),elasticsearch[e,2441,81452320,33368.422777550186,3757314
1133,1255,Networking (Socket and Communication),elasticsearch[e,81,2742645,33859.81481481482,221130
1133,1255,Synchronization and Timing,elasticsearch[e,639,16609205,25992.496087636933,1279899
1133,1255,Unknown,elasticsearch[e,1305,1892750714538,1450383689.3011494,30818430925
1133,1256,CPU and Process Management,elasticsearch[e,31,64882,2092.967741935484,5035
1133,1256,I/O (File and Disk Operations),elasticsearch[e,2556,73041944,28576.66040688576,547259
1133,1256,Networking (Socket and Communication),elasticsearch[e,87,2655597,30524.103448275862,140634
1133,1256,Synchronization and Timing,elasticsearch[e,668,511431016,765615.2934131736,494670227
1133,1256,Unknown,elasticsearch[e,1374,1886977951654,1373346398.5836973,40647945189
1133,1257,CPU and Process Management,elasticsearch[e,5,16739,3347.8,5708
1133,1257,I/O (File and Disk Operations),elasticsearch[e,1287,37434051,29086.286713286714,394151
1133,1257,Networking (Socket and Communication),elasticsearch[e,87,3110121,35748.51724137931,184178
1133,1257,Synchronization and Timing,elasticsearch[e,337,7550585,22405.296735905045,753985
1133,1257,Unknown,elasticsearch[e,701,1879850951990,2681670402.2681885,42643428535
1133,1258,CPU and Process Management,elasticsearch[e,32,100708,3147.125,5567
1133,1258,I/O (File and Disk Operations),elasticsearch[e,2818,100387798,35623.77501774308,3170203
1133,1258,Networking (Socket and Communication),elasticsearch[e,87,2972431,34165.87356321839,137194
1133,1258,Synchronization and Timing,elasticsearch[e,744,22022108,29599.607526881722,927791
1133,1258,Unknown,elasticsearch[e,1545,1876058590525,1214277404.8705502,42297430870
1133,1259,CPU and Process Management,elasticsearch[e,10,30449,3044.9,4856
1133,1259,I/O (File and Disk Operations),elasticsearch[e,1511,54216333,35881.09397749835,3829994
1133,1259,Networking (Socket and Communication),elasticsearch[e,87,2960993,34034.402298850575,209143
1133,1259,Synchronization and Timing,elasticsearch[e,359,10068477,28045.896935933146,385800
1133,1259,Unknown,elasticsearch[e,808,1911019837467,2365123561.2215347,60008727396
1133,1260,CPU and Process Management,elasticsearch[e,22,67524,3069.2727272727275,4889
1133,1260,I/O (File and Disk Operations),elasticsearch[e,1955,60255667,30821.31304347826,3113264
1133,1260,Networking (Socket and Communication),elasticsearch[e,87,3289344,37808.55172413793,218610
1133,1260,Synchronization and Timing,elasticsearch[e,474,11740853,24769.732067510547,147453
1133,1260,Unknown,elasticsearch[e,1053,1893097220749,1797813125.1177588,114377013252
1133,1261,CPU and Process Management,elasticsearch[e,13,34050,2619.230769230769,4306
1133,1261,I/O (File and Disk Operations),elasticsearch[e,2097,86838116,41410.641869337145,3421380
1133,1261,Networking (Socket and Communication),elasticsearch[e,84,3260379,38814.03571428572,327057
1133,1261,Synchronization and Timing,elasticsearch[e,486,236287079,486187.40534979425,221306685
1133,1261,Unknown,elasticsearch[e,1108,1888048600893,1704014982.7554152,30002780845
1133,1262,CPU and Process Management,elasticsearch[e,25,69429,2777.16,5320
1133,1262,I/O (File and Disk Operations),elasticsearch[e,2761,77709891,28145.559942049982,6680160
1133,1262,Networking (Socket and Communication),elasticsearch[e,87,2963326,34061.2183908046,333142
1133,1262,Synchronization and Timing,elasticsearch[e,708,15757498,22256.353107344632,826895
1133,1262,Unknown,elasticsearch[e,1497,1885629458792,1259605516.8951235,60006503473
1133,1263,CPU and Process Management,elasticsearch[e,17,36656,2156.235294117647,5602
1133,1263,I/O (File and Disk Operations),elasticsearch[e,1868,56924481,30473.490899357603,1971054
1133,1263,Networking (Socket and Communication),elasticsearch[e,78,2364800,30317.94871794872,156601
1133,1263,Synchronization and Timing,elasticsearch[e,532,13593525,25551.73872180451,1048403
1133,1263,Unknown,elasticsearch[e,1011,1905526904148,1884794168.296736,60008622347
1133,1264,CPU and Process Management,elasticsearch[e,23,57796,2512.8695652173915,4459
1133,1264,I/O (File and Disk Operations),elasticsearch[e,2809,105952532,37718.95051619793,4174968
1133,1264,Networking (Socket and Communication),elasticsearch[e,84,2778538,33077.833333333336,143702
1133,1264,Synchronization and Timing,elasticsearch[e,697,189601689,272025.3787661406,166941149
1133,1264,Unknown,elasticsearch[e,1474,1878615828330,1274501918.8127544,60006784549
1133,1265,CPU and Process Management,elasticsearch[e,2,6741,3370.5,3651
1133,1265,Synchronization and Timing,elasticsearch[e,3869,1925741231930,497736167.4670457,1879704479
1133,1265,Unknown,elasticsearch[e,226,3043202,13465.495575221239,202414
1133,1266,CPU and Process Management,elasticsearch[e,3,7507,2502.3333333333335,3404
1133,1266,Synchronization and Timing,elasticsearch[e,3898,1925732520250,494030918.48383784,1879482362
1133,1266,Unknown,elasticsearch[e,284,7416094,26113.00704225352,367527
1133,1267,CPU and Process Management,elasticsearch[e,1,3520,3520.0,3520
1133,1267,I/O (File and Disk Operations),elasticsearch[e,91,141086697,1550403.2637362638,137667469
1133,1267,Synchronization and Timing,elasticsearch[e,846,1917594871173,2266660604.2234044,8361558501
1133,1275,CPU and Process Management,elasticsearch[e,8,24903,3112.875,5322
1133,1275,I/O (File and Disk Operations),elasticsearch[e,6964,41918466363,6019308.782739805,2430696947
1133,1275,Synchronization and Timing,elasticsearch[e,1188,1873028431686,1576623258.9949496,12507243289
1133,1275,Unknown,elasticsearch[e,76,2639320,34727.89473684211,969903
1133,1276,CPU and Process Management,elasticsearch[e,9,70717,7857.444444444444,42823
1133,1276,I/O (File and Disk Operations),elasticsearch[e,6633,39655979084,5978588.735715362,2431615516
1133,1276,Synchronization and Timing,elasticsearch[e,1367,1874593908203,1371319610.975128,12507638792
1133,1276,Unknown,elasticsearch[e,110,657862,5980.563636363637,128839
1133,1290,Synchronization and Timing,elasticsearch[e,31,1199993122078,38709455550.90323,599997089770
1133,1318,CPU and Process Management,elasticsearch[e,74,176295,2382.364864864865,6186
1133,1318,I/O (File and Disk Operations),elasticsearch[e,76535,26320371868,343899.8088194943,1657106613
1133,1318,Memory Management,elasticsearch[e,4885,107443856,21994.648106448312,659649
1133,1318,Synchronization and Timing,elasticsearch[e,23684,1895581810085,80036387.86036988,7317559003
1133,1318,Unknown,elasticsearch[e,579,659845404248,1139629368.3039725,197967433038
1133,1319,CPU and Process Management,elasticsearch[e,2,4910,2455.0,2553
1133,1319,Synchronization and Timing,elasticsearch[e,2547,1923711786940,755285350.1923832,8851620565
1133,1319,Unknown,elasticsearch[e,118,663553,5623.330508474576,78179
1133,1320,CPU and Process Management,elasticsearch[e,1,2960,2960.0,2960
1133,1320,Synchronization and Timing,elasticsearch[e,2522,1924737314717,763178951.1169707,8851689737
1133,1320,Unknown,elasticsearch[e,150,942462,6283.08,132851
1133,1321,CPU and Process Management,elasticsearch[e,1,2633,2633.0,2633
1133,1321,Synchronization and Timing,elasticsearch[e,2808,1922788615900,684753780.591168,8851355839
1133,1321,Unknown,elasticsearch[e,344,1966283,5715.938953488372,176546
1133,1322,CPU and Process Management,elasticsearch[e,4,9067,2266.75,3673
1133,1322,Synchronization and Timing,elasticsearch[e,2695,1924739317991,714188986.2675325,8851759538
1133,1322,Unknown,elasticsearch[e,238,2277124,9567.747899159664,942773
1133,1323,CPU and Process Management,elasticsearch[e,2,5540,2770.0,3490
1133,1323,Synchronization and Timing,elasticsearch[e,2692,1923716630596,714604989.077266,8851812128
1133,1323,Unknown,elasticsearch[e,217,1157275,5333.064516129032,156929
1133,1331,CPU and Process Management,elasticsearch[e,6,22642,3773.6666666666665,4531
1133,1331,I/O (File and Disk Operations),elasticsearch[e,401,29000217735,72319744.97506234,977278788
1133,1331,Synchronization and Timing,elasticsearch[e,1434,1893218287237,1320235904.6283123,16130784270
1133,1331,Unknown,elasticsearch[e,1,7381,7381.0,7381
1133,1332,CPU and Process Management,elasticsearch[e,7,20948,2992.5714285714284,4180
1133,1332,I/O (File and Disk Operations),elasticsearch[e,4062,22427178694,5521215.828163466,1542052082
1133,1332,Synchronization and Timing,elasticsearch[e,1423,1897811566069,1333669406.9353478,12510083750
1133,1332,Unknown,elasticsearch[e,136,2756123,20265.610294117647,919659
1133,1333,CPU and Process Management,elasticsearch[e,10,27611,2761.1,4140
1133,1333,I/O (File and Disk Operations),elasticsearch[e,475,38205117311,80431825.91789474,1684662474
1133,1333,Synchronization and Timing,elasticsearch[e,1432,1884160957533,1315754858.61243,16005350701
1133,1333,Unknown,elasticsearch[e,2,7836,3918.0,4142
1133,1334,CPU and Process Management,elasticsearch[e,13,38336,2948.923076923077,5425
1133,1334,I/O (File and Disk Operations),elasticsearch[e,537,32162808484,59893498.108007446,608403356
1133,1334,Synchronization and Timing,elasticsearch[e,1498,1887718956395,1260159516.9526036,15453742995
1133,1334,Unknown,elasticsearch[e,2,10227,5113.5,5384
1133,1335,CPU and Process Management,elasticsearch[e,4,12305,3076.25,4046
1133,1335,I/O (File and Disk Operations),elasticsearch[e,540,43091376454,79798845.28518519,1696267734
1133,1335,Synchronization and Timing,elasticsearch[e,1410,1870208373288,1326388917.2255318,15453300845
1133,1335,Unknown,elasticsearch[e,1,11037,11037.0,11037
1133,1336,CPU and Process Management,elasticsearch[e,22,109453,4975.136363636364,38755
1133,1336,I/O (File and Disk Operations),elasticsearch[e,547,13200563,24132.6563071298,1205171
1133,1336,Synchronization and Timing,elasticsearch[e,2848,1922419094635,675006704.5768961,9556187289
1133,1336,Unknown,elasticsearch[e,12,72122,6010.166666666667,10156
1133,1337,CPU and Process Management,elasticsearch[e,19,56089,2952.0526315789475,5334
1133,1337,I/O (File and Disk Operations),elasticsearch[e,547,12004667,21946.374771480805,1107647
1133,1337,Synchronization and Timing,elasticsearch[e,2873,1923954397028,669667384.9731988,6678827049
1133,1337,Unknown,elasticsearch[e,14,879088,62792.0,440361
1133,1338,CPU and Process Management,elasticsearch[e,23,70027,3044.6521739130435,6283
1133,1338,I/O (File and Disk Operations),elasticsearch[e,519,11840494,22814.05394990366,962159
1133,1338,Synchronization and Timing,elasticsearch[e,2849,1922928289938,674948504.7167428,8141034769
1133,1338,Unknown,elasticsearch[e,13,520715,40055.0,232129
1133,1339,CPU and Process Management,elasticsearch[e,25,69983,2799.32,5429
1133,1339,I/O (File and Disk Operations),elasticsearch[e,615,88362873,143679.46829268293,74540926
1133,1339,Synchronization and Timing,elasticsearch[e,2848,1923855882543,675511194.713132,8190735793
